Selected Gene,Overlapping Gene,Overlapping Strand,Overlapping Gene name,Overlapping Gene start (bp),Overlapping Gene end (bp),Selected Strand,Selected Gene name,Selected Gene start (bp),Selected Gene end (bp),overlap type
ENSG00000138079,ENSG00000285542,1,,44168851,44320310,1,SLC3A1,44275458,44321494,6.0
ENSG00000138032,ENSG00000285542,1,,44168851,44320310,1,PPM1B,44167969,44244384,3.0
ENSG00000196975,ENSG00000115977,-1,AAK1,69457997,69674349,1,ANXA4,69644425,69827112,5.0
ENSG00000144040,ENSG00000135631,-1,RAB11FIP5,73073382,73156721,-1,SFXN5,72942036,73075619,6.0
ENSG00000243667,ENSG00000273398,-1,,68131238,68261230,-1,DNAAF10,68122936,68157549,6.0
ENSG00000243667,ENSG00000115946,1,PNO1,68157888,68176238,-1,DNAAF10,68122936,68157549,2.0
ENSG00000115946,ENSG00000273398,-1,,68131238,68261230,1,PNO1,68157888,68176238,5.0
ENSG00000115946,ENSG00000243667,-1,DNAAF10,68122936,68157549,1,PNO1,68157888,68176238,2.0
ENSG00000221823,ENSG00000273398,-1,,68131238,68261230,-1,PPP3R1,68178857,68256237,6.0
ENSG00000186854,ENSG00000034510,1,TMSB10,84905656,84906671,-1,TRABD2A,84821650,84907008,5.0
ENSG00000285542,ENSG00000138032,1,PPM1B,44167969,44244384,1,,44168851,44320310,3.0
ENSG00000152147,ENSG00000115875,-1,SRSF7,38743599,38751494,1,GEMIN6,38751534,38785002,2.0
ENSG00000115239,ENSG00000119737,-1,GPR75,53852912,53859967,-1,ASB3,53532672,53860160,3.0
ENSG00000034510,ENSG00000186854,-1,TRABD2A,84821650,84907008,1,TMSB10,84905656,84906671,5.0
ENSG00000158435,ENSG00000204634,-1,TBC1D8,101007228,101252866,1,CNOT11,101252886,101270316,2.0
ENSG00000173960,ENSG00000119778,-1,ATAD2B,23748664,23927123,1,UBXN2A,23927285,24004909,2.0
ENSG00000115875,ENSG00000152147,1,GEMIN6,38751534,38785002,-1,SRSF7,38743599,38751494,2.0
ENSG00000135951,ENSG00000241962,1,,99141485,99322741,-1,TSGA10,98997261,99154964,5.0
ENSG00000135951,ENSG00000144182,1,LIPT1,99154955,99163157,-1,TSGA10,98997261,99154964,2.0
ENSG00000135951,ENSG00000273155,1,,99154998,99195298,-1,TSGA10,98997261,99154964,2.0
ENSG00000144182,ENSG00000241962,1,,99141485,99322741,1,LIPT1,99154955,99163157,6.0
ENSG00000144182,ENSG00000273155,1,,99154998,99195298,1,LIPT1,99154955,99163157,3.0
ENSG00000144182,ENSG00000135951,-1,TSGA10,98997261,99154964,1,LIPT1,99154955,99163157,2.0
ENSG00000273155,ENSG00000241962,1,,99141485,99322741,1,,99154998,99195298,6.0
ENSG00000273155,ENSG00000144182,1,LIPT1,99154955,99163157,1,,99154998,99195298,3.0
ENSG00000273155,ENSG00000135951,-1,TSGA10,98997261,99154964,1,,99154998,99195298,2.0
ENSG00000158411,ENSG00000241962,1,,99141485,99322741,-1,MITD1,99161427,99181058,5.0
ENSG00000158411,ENSG00000273155,1,,99154998,99195298,-1,MITD1,99161427,99181058,5.0
ENSG00000158411,ENSG00000185414,1,MRPL30,99181152,99199561,-1,MITD1,99161427,99181058,2.0
ENSG00000185414,ENSG00000241962,1,,99141485,99322741,1,MRPL30,99181152,99199561,6.0
ENSG00000185414,ENSG00000273155,1,,99154998,99195298,1,MRPL30,99181152,99199561,6.0
ENSG00000185414,ENSG00000158411,-1,MITD1,99161427,99181058,1,MRPL30,99181152,99199561,2.0
ENSG00000144214,ENSG00000241962,1,,99141485,99322741,-1,LYG1,99284238,99304742,5.0
ENSG00000273045,ENSG00000241962,1,,99141485,99322741,1,C2orf15,99141707,99151669,3.0
ENSG00000273045,ENSG00000135951,-1,TSGA10,98997261,99154964,1,C2orf15,99141707,99151669,5.0
ENSG00000185674,ENSG00000241962,1,,99141485,99322741,-1,LYG2,99242246,99255666,5.0
ENSG00000135953,ENSG00000170417,1,TMEM182,102736905,103019900,-1,MFSD9,102714630,102736888,2.0
ENSG00000144021,ENSG00000135956,-1,TMEM127,96248514,96265997,1,CIAO1,96266159,96274173,2.0
ENSG00000170417,ENSG00000135953,-1,MFSD9,102714630,102736888,1,TMEM182,102736905,103019900,2.0
ENSG00000150551,ENSG00000176771,-1,NCKAP5,132671788,133568463,-1,LYPD1,132643286,132671579,1.0
ENSG00000250741,ENSG00000185013,-1,NT5C1B,18562871,18589572,-1,NT5C1B-RDH14,18555545,18589564,3.0
ENSG00000240857,ENSG00000250741,-1,NT5C1B-RDH14,18555545,18589564,-1,RDH14,18554723,18560679,6.0
ENSG00000185013,ENSG00000250741,-1,NT5C1B-RDH14,18555545,18589564,-1,NT5C1B,18562871,18589572,3.0
ENSG00000186132,ENSG00000155368,1,DBI,119366924,119372550,-1,C2orf76,119302225,119366834,2.0
ENSG00000068781,ENSG00000243244,1,STON1,48529383,48598513,1,STON1-GTF2A1L,48529925,48776517,3.0
ENSG00000198142,ENSG00000186522,-1,SEPTIN10,109542799,109614143,1,SOWAHC,109614364,109618990,2.0
ENSG00000136718,ENSG00000136710,-1,CCDC115,130337933,130342699,1,IMP4,130342877,130347967,2.0
ENSG00000128708,ENSG00000115840,-1,SLC25A12,171783405,171999859,1,HAT1,171922448,171983686,5.0
ENSG00000172878,ENSG00000115840,-1,SLC25A12,171783405,171999859,1,METAP1D,171999943,172082430,2.0
ENSG00000186522,ENSG00000198142,1,SOWAHC,109614364,109618990,-1,SEPTIN10,109542799,109614143,2.0
ENSG00000248672,ENSG00000054219,-1,LY75,159803355,159904756,-1,LY75-CD302,159771851,159904710,3.0
ENSG00000249884,ENSG00000153561,1,RMND5A,86720291,86778041,-1,RNF103-CHMP3,86505668,86721122,2.0
ENSG00000138400,ENSG00000118246,1,FASTKD2,206765357,206796189,-1,MDH1B,206737763,206765328,2.0
ENSG00000054219,ENSG00000248672,-1,LY75-CD302,159771851,159904710,-1,LY75,159803355,159904756,3.0
ENSG00000241399,ENSG00000248672,-1,LY75-CD302,159771851,159904710,-1,CD302,159768628,159798255,6.0
ENSG00000115020,ENSG00000138413,-1,IDH1,208236229,208266074,1,PIKFYVE,208266255,208358746,2.0
ENSG00000174453,ENSG00000144451,1,SPAG16,213284389,214410501,1,VWC2L,214411054,214578976,1.0
ENSG00000118246,ENSG00000138400,-1,MDH1B,206737763,206765328,1,FASTKD2,206765357,206796189,2.0
ENSG00000144290,ENSG00000136535,1,TBR1,161416297,161425870,1,SLC4A10,161424332,161985282,6.0
ENSG00000136710,ENSG00000136718,1,IMP4,130342877,130347967,-1,CCDC115,130337933,130342699,2.0
ENSG00000115840,ENSG00000172878,1,METAP1D,171999943,172082430,-1,SLC25A12,171783405,171999859,2.0
ENSG00000135617,ENSG00000135624,1,CCT7,73233420,73253021,-1,PRADC1,73228010,73233239,2.0
ENSG00000168393,ENSG00000168395,1,ING5,241687085,241729478,-1,DTYMK,241675747,241686944,2.0
ENSG00000121988,ENSG00000048991,1,R3HDM1,135531455,135725270,-1,ZRANB3,135136916,135531218,2.0
ENSG00000168397,ENSG00000176946,-1,THAP4,241584405,241637158,1,ATG4B,241637213,241673857,2.0
ENSG00000168385,ENSG00000115677,-1,HDLBP,241227264,241317061,1,SEPTIN2,241315100,241354027,5.0
ENSG00000250565,ENSG00000119729,1,RHOQ,46541806,46584688,-1,ATP6V1E2,46490750,46542577,2.0
ENSG00000119729,ENSG00000250565,-1,ATP6V1E2,46490750,46542577,1,RHOQ,46541806,46584688,2.0
ENSG00000151665,ENSG00000119878,1,CRIPT,46616416,46630176,-1,PIGF,46580937,46617055,2.0
ENSG00000119878,ENSG00000151665,-1,PIGF,46580937,46617055,1,CRIPT,46616416,46630176,2.0
ENSG00000241119,ENSG00000242366,1,UGT1A8,233617633,233773300,1,UGT1A9,233671898,233773300,6.0
ENSG00000241119,ENSG00000242515,1,UGT1A10,233636448,233773300,1,UGT1A9,233671898,233773300,6.0
ENSG00000167165,ENSG00000242366,1,UGT1A8,233617633,233773300,1,UGT1A6,233691607,233773300,6.0
ENSG00000167165,ENSG00000242515,1,UGT1A10,233636448,233773300,1,UGT1A6,233691607,233773300,6.0
ENSG00000167165,ENSG00000241119,1,UGT1A9,233671898,233773300,1,UGT1A6,233691607,233773300,6.0
ENSG00000167165,ENSG00000244122,1,UGT1A7,233681901,233773300,1,UGT1A6,233691607,233773300,6.0
ENSG00000241635,ENSG00000242366,1,UGT1A8,233617633,233773300,1,UGT1A1,233760270,233773300,6.0
ENSG00000241635,ENSG00000242515,1,UGT1A10,233636448,233773300,1,UGT1A1,233760270,233773300,6.0
ENSG00000241635,ENSG00000241119,1,UGT1A9,233671898,233773300,1,UGT1A1,233760270,233773300,6.0
ENSG00000241635,ENSG00000244122,1,UGT1A7,233681901,233773300,1,UGT1A1,233760270,233773300,6.0
ENSG00000241635,ENSG00000167165,1,UGT1A6,233691607,233773300,1,UGT1A1,233760270,233773300,6.0
ENSG00000241635,ENSG00000244474,1,UGT1A4,233718736,233773300,1,UGT1A1,233760270,233773300,6.0
ENSG00000241635,ENSG00000288702,1,UGT1A3,233729042,233773300,1,UGT1A1,233760270,233773300,6.0
ENSG00000241635,ENSG00000288705,1,UGT1A5,233712907,233773300,1,UGT1A1,233760270,233773300,6.0
ENSG00000244474,ENSG00000242366,1,UGT1A8,233617633,233773300,1,UGT1A4,233718736,233773300,6.0
ENSG00000244474,ENSG00000242515,1,UGT1A10,233636448,233773300,1,UGT1A4,233718736,233773300,6.0
ENSG00000244474,ENSG00000241119,1,UGT1A9,233671898,233773300,1,UGT1A4,233718736,233773300,6.0
ENSG00000244474,ENSG00000244122,1,UGT1A7,233681901,233773300,1,UGT1A4,233718736,233773300,6.0
ENSG00000244474,ENSG00000167165,1,UGT1A6,233691607,233773300,1,UGT1A4,233718736,233773300,6.0
ENSG00000244474,ENSG00000288705,1,UGT1A5,233712907,233773300,1,UGT1A4,233718736,233773300,6.0
ENSG00000288702,ENSG00000242366,1,UGT1A8,233617633,233773300,1,UGT1A3,233729042,233773300,6.0
ENSG00000288702,ENSG00000242515,1,UGT1A10,233636448,233773300,1,UGT1A3,233729042,233773300,6.0
ENSG00000288702,ENSG00000241119,1,UGT1A9,233671898,233773300,1,UGT1A3,233729042,233773300,6.0
ENSG00000288702,ENSG00000244122,1,UGT1A7,233681901,233773300,1,UGT1A3,233729042,233773300,6.0
ENSG00000288702,ENSG00000167165,1,UGT1A6,233691607,233773300,1,UGT1A3,233729042,233773300,6.0
ENSG00000288702,ENSG00000244474,1,UGT1A4,233718736,233773300,1,UGT1A3,233729042,233773300,6.0
ENSG00000288702,ENSG00000288705,1,UGT1A5,233712907,233773300,1,UGT1A3,233729042,233773300,6.0
ENSG00000288705,ENSG00000242366,1,UGT1A8,233617633,233773300,1,UGT1A5,233712907,233773300,6.0
ENSG00000288705,ENSG00000242515,1,UGT1A10,233636448,233773300,1,UGT1A5,233712907,233773300,6.0
ENSG00000288705,ENSG00000241119,1,UGT1A9,233671898,233773300,1,UGT1A5,233712907,233773300,6.0
ENSG00000288705,ENSG00000244122,1,UGT1A7,233681901,233773300,1,UGT1A5,233712907,233773300,6.0
ENSG00000288705,ENSG00000167165,1,UGT1A6,233691607,233773300,1,UGT1A5,233712907,233773300,6.0
ENSG00000244122,ENSG00000242366,1,UGT1A8,233617633,233773300,1,UGT1A7,233681901,233773300,6.0
ENSG00000244122,ENSG00000242515,1,UGT1A10,233636448,233773300,1,UGT1A7,233681901,233773300,6.0
ENSG00000244122,ENSG00000241119,1,UGT1A9,233671898,233773300,1,UGT1A7,233681901,233773300,6.0
ENSG00000242515,ENSG00000242366,1,UGT1A8,233617633,233773300,1,UGT1A10,233636448,233773300,6.0
ENSG00000008869,ENSG00000152133,1,GPATCH11,37084518,37099244,-1,HEATR5B,36968383,37084372,2.0
ENSG00000218739,ENSG00000138068,-1,SULT6B1,37167820,37196598,1,CEBPZOS,37196488,37216193,2.0
ENSG00000115816,ENSG00000003509,1,NDUFAF7,37231631,37253403,-1,CEBPZ,37201612,37231596,2.0
ENSG00000003509,ENSG00000115816,-1,CEBPZ,37201612,37231596,1,NDUFAF7,37231631,37253403,2.0
ENSG00000159239,ENSG00000005448,1,WDR54,74421678,74425755,-1,,74393836,74421662,2.0
ENSG00000159239,ENSG00000284308,-1,C2orf81,74414176,74421619,-1,,74393836,74421662,3.0
ENSG00000284308,ENSG00000005448,1,WDR54,74421678,74425755,-1,C2orf81,74414176,74421619,2.0
ENSG00000284308,ENSG00000159239,-1,,74393836,74421662,-1,C2orf81,74414176,74421619,3.0
ENSG00000005448,ENSG00000284308,-1,C2orf81,74414176,74421619,1,WDR54,74421678,74425755,2.0
ENSG00000005448,ENSG00000159239,-1,,74393836,74421662,1,WDR54,74421678,74425755,2.0
ENSG00000115274,ENSG00000274049,1,INO80B-WBP1,74455088,74460884,1,INO80B,74455087,74457944,3.0
ENSG00000239779,ENSG00000274049,1,INO80B-WBP1,74455088,74460884,1,WBP1,74458400,74460891,6.0
ENSG00000239779,ENSG00000115274,1,INO80B,74455087,74457944,1,WBP1,74458400,74460891,1.0
ENSG00000274049,ENSG00000115274,1,INO80B,74455087,74457944,1,INO80B-WBP1,74455088,74460884,3.0
ENSG00000204822,ENSG00000135637,-1,CCDC142,74471986,74483408,-1,MRPL53,74471982,74472687,1.0
ENSG00000115282,ENSG00000135637,-1,CCDC142,74471986,74483408,1,TTC31,74483073,74494559,2.0
ENSG00000135637,ENSG00000115282,1,TTC31,74483073,74494559,-1,CCDC142,74471986,74483408,2.0
ENSG00000144045,ENSG00000115307,-1,AUP1,74526645,74529760,-1,DQX1,74518131,74526281,1.0
ENSG00000115317,ENSG00000115307,-1,AUP1,74526645,74529760,1,HTRA2,74529596,74533350,2.0
ENSG00000115307,ENSG00000115317,1,HTRA2,74529596,74533350,-1,AUP1,74526645,74529760,2.0
ENSG00000152254,ENSG00000152253,-1,SPC25,168834132,168913371,1,G6PC2,168901291,168910000,5.0
ENSG00000132300,ENSG00000068654,-1,POLR1A,86020216,86106155,1,PTCD3,86106223,86142157,2.0
ENSG00000258984,ENSG00000184182,1,UBE2F,237966827,238042782,1,UBE2F-SCLY,237967014,238099412,3.0
ENSG00000132330,ENSG00000258984,1,UBE2F-SCLY,237967014,238099412,1,SCLY,238060924,238099413,6.0
ENSG00000144488,ENSG00000258984,1,UBE2F-SCLY,237967014,238099412,1,ESPNL,238100340,238133287,1.0
ENSG00000144488,ENSG00000132330,1,SCLY,238060924,238099413,1,ESPNL,238100340,238133287,1.0
ENSG00000184182,ENSG00000258984,1,UBE2F-SCLY,237967014,238099412,1,UBE2F,237966827,238042782,3.0
ENSG00000156973,ENSG00000144524,1,COPS7B,231781671,231809254,-1,PDE6D,231732433,231786272,5.0
ENSG00000135902,ENSG00000237412,1,PRSS56,232520388,232525716,1,CHRND,232525993,232536667,1.0
ENSG00000075886,ENSG00000173272,-1,MZT2A,131464900,131492743,1,TUBA3D,131476119,131482934,5.0
ENSG00000138078,ENSG00000143919,1,CAMKMT,44361947,44772592,-1,PREPL,44316281,44361862,2.0
ENSG00000135956,ENSG00000144021,1,CIAO1,96266159,96274173,-1,TMEM127,96248514,96265997,2.0
ENSG00000168395,ENSG00000168393,-1,DTYMK,241675747,241686944,1,ING5,241687085,241729478,2.0
ENSG00000007001,ENSG00000115170,-1,ACVR1,157736251,157876330,1,UPP2,157876702,158136154,2.0
ENSG00000135914,ENSG00000173692,1,PSMD1,231056845,231173116,-1,HTR2B,231108230,231125042,5.0
ENSG00000142327,ENSG00000188542,1,DUSP28,240560054,240565256,1,RNPEPL1,240565804,240581372,1.0
ENSG00000142327,ENSG00000144504,-1,ANKMY1,240479422,240569209,1,RNPEPL1,240565804,240581372,5.0
ENSG00000188542,ENSG00000144504,-1,ANKMY1,240479422,240569209,1,DUSP28,240560054,240565256,5.0
ENSG00000213901,ENSG00000280537,-1,,219075329,219170827,-1,SLC23A3,219161465,219170095,3.0
ENSG00000187736,ENSG00000280537,-1,,219075329,219170827,-1,NHEJ1,219069355,219160869,6.0
ENSG00000187736,ENSG00000213901,-1,SLC23A3,219161465,219170095,-1,NHEJ1,219069355,219160869,1.0
ENSG00000115649,ENSG00000144567,1,RETREG2,219176225,219185475,-1,CNPPD1,219171897,219178106,5.0
ENSG00000144567,ENSG00000115649,-1,CNPPD1,219171897,219178106,1,RETREG2,219176225,219185475,5.0
ENSG00000115657,ENSG00000284820,-1,,219209772,219222738,-1,ABCB6,219209772,219218994,6.0
ENSG00000115657,ENSG00000198925,-1,ATG9A,219219380,219229717,-1,ABCB6,219209772,219218994,1.0
ENSG00000284820,ENSG00000198925,-1,ATG9A,219219380,219229717,-1,,219209772,219222738,6.0
ENSG00000163516,ENSG00000198925,-1,ATG9A,219219380,219229717,1,ANKZF1,219229783,219236679,2.0
ENSG00000198925,ENSG00000163516,1,ANKZF1,219229783,219236679,-1,ATG9A,219219380,219229717,2.0
ENSG00000163521,ENSG00000115661,1,STK16,219245455,219250337,-1,GLB1L,219236598,219245478,2.0
ENSG00000115661,ENSG00000163521,-1,GLB1L,219236598,219245478,1,STK16,219245455,219250337,2.0
ENSG00000243910,ENSG00000127824,-1,TUBA4A,219249710,219277902,1,TUBA4B,219253243,219272197,5.0
ENSG00000152082,ENSG00000136699,-1,SMPD4,130151392,130182750,1,MZT2B,130181737,130190729,5.0
ENSG00000153832,ENSG00000153827,-1,TRIP12,229763837,229923239,1,FBXO36,229922302,230013119,2.0
ENSG00000079263,ENSG00000135899,-1,SP110,230165186,230225729,1,SP140,230203110,230313215,5.0
ENSG00000162994,ENSG00000143947,1,RPS27A,55231903,55235853,-1,CLHC1,55172547,55232563,2.0
ENSG00000014641,ENSG00000143951,-1,WDPCP,63119559,63827843,1,MDH1,63588609,63607197,5.0
ENSG00000115234,ENSG00000115211,-1,EIF2B4,27364352,27370338,1,SNX17,27370496,27377535,2.0
ENSG00000163795,ENSG00000115241,-1,PPM1G,27381195,27409591,-1,ZNF513,27377235,27380790,1.0
ENSG00000157992,ENSG00000115216,1,NRBP1,27427790,27442259,1,KRTCAP3,27442366,27446481,1.0
ENSG00000155438,ENSG00000211460,1,TSN,121737103,121767853,-1,NIFK,121726945,121736911,2.0
ENSG00000211460,ENSG00000155438,-1,NIFK,121726945,121736911,1,TSN,121737103,121767853,2.0
ENSG00000115947,ENSG00000204406,1,MBD5,148021011,148516971,-1,ORC4,147930396,148021604,2.0
ENSG00000204406,ENSG00000115947,-1,ORC4,147930396,148021604,1,MBD5,148021011,148516971,2.0
ENSG00000284337,ENSG00000256977,1,LIMS3,109898428,109925625,1,,109898432,109968557,3.0
ENSG00000057935,ENSG00000171126,-1,KCNG3,42442017,42493982,1,MTA3,42494569,42756947,2.0
ENSG00000138413,ENSG00000115020,1,PIKFYVE,208266255,208358746,-1,IDH1,208236229,208266074,2.0
ENSG00000144407,ENSG00000115020,1,PIKFYVE,208266255,208358746,1,PTH2R,208359714,208854503,1.0
ENSG00000221944,ENSG00000135930,1,EIF4E2,232550659,232583644,-1,TIGD1,232543883,232550557,2.0
ENSG00000115602,ENSG00000115604,1,IL18R1,102311529,102398777,1,IL1RL1,102311502,102352037,3.0
ENSG00000241962,ENSG00000135951,-1,TSGA10,98997261,99154964,1,,99141485,99322741,5.0
ENSG00000241962,ENSG00000273045,1,C2orf15,99141707,99151669,1,,99141485,99322741,3.0
ENSG00000115514,ENSG00000158417,1,EIF5B,99337371,99401326,-1,TXNDC9,99318982,99340702,5.0
ENSG00000162971,ENSG00000178074,1,C2orf69,199911293,199955935,-1,TYW5,199928913,199955736,5.0
ENSG00000162971,ENSG00000162972,1,MAIP1,199955317,200008540,-1,TYW5,199928913,199955736,2.0
ENSG00000162972,ENSG00000178074,1,C2orf69,199911293,199955935,1,MAIP1,199955317,200008540,1.0
ENSG00000162972,ENSG00000162971,-1,TYW5,199928913,199955736,1,MAIP1,199955317,200008540,2.0
ENSG00000115541,ENSG00000270757,1,HSPE1-MOB4,197500413,197550726,1,HSPE1,197500140,197503449,3.0
ENSG00000115541,ENSG00000144381,-1,HSPD1,197486584,197516737,1,HSPE1,197500140,197503449,5.0
ENSG00000115540,ENSG00000270757,1,HSPE1-MOB4,197500413,197550726,1,MOB4,197515571,197553699,6.0
ENSG00000115540,ENSG00000144381,-1,HSPD1,197486584,197516737,1,MOB4,197515571,197553699,5.0
ENSG00000144381,ENSG00000270757,1,HSPE1-MOB4,197500413,197550726,-1,HSPD1,197486584,197516737,5.0
ENSG00000144381,ENSG00000115540,1,MOB4,197515571,197553699,-1,HSPD1,197486584,197516737,5.0
ENSG00000270757,ENSG00000144381,-1,HSPD1,197486584,197516737,1,HSPE1-MOB4,197500413,197550726,5.0
ENSG00000270757,ENSG00000115541,1,HSPE1,197500140,197503449,1,HSPE1-MOB4,197500413,197550726,3.0
ENSG00000154479,ENSG00000144362,1,PHOSPHO2,169694454,169701708,-1,CFAP210,169645425,169694405,2.0
ENSG00000154479,ENSG00000213160,1,KLHL23,169694488,169776989,-1,CFAP210,169645425,169694405,2.0
ENSG00000213160,ENSG00000144362,1,PHOSPHO2,169694454,169701708,1,KLHL23,169694488,169776989,3.0
ENSG00000213160,ENSG00000154479,-1,CFAP210,169645425,169694405,1,KLHL23,169694488,169776989,2.0
ENSG00000144362,ENSG00000213160,1,KLHL23,169694488,169776989,1,PHOSPHO2,169694454,169701708,3.0
ENSG00000144362,ENSG00000154479,-1,CFAP210,169645425,169694405,1,PHOSPHO2,169694454,169701708,2.0
ENSG00000196659,ENSG00000018510,1,AGPS,177392746,177567024,-1,TTC30B,177548998,177552796,5.0
ENSG00000116044,ENSG00000018510,1,AGPS,177392746,177567024,-1,NFE2L2,177218667,177392756,2.0
ENSG00000180228,ENSG00000204311,1,PJVK,178451346,178462102,-1,PRKRA,178431292,178451512,2.0
ENSG00000204311,ENSG00000180228,-1,PRKRA,178431292,178451512,1,PJVK,178451346,178462102,2.0
ENSG00000163093,ENSG00000251569,1,,169479480,169525922,1,BBS5,169479480,169506655,3.0
ENSG00000239474,ENSG00000251569,1,,169479480,169525922,1,KLHL41,169509702,169526258,6.0
ENSG00000251569,ENSG00000163093,1,BBS5,169479480,169506655,1,,169479480,169525922,3.0
ENSG00000286143,ENSG00000072195,1,SPEG,219434843,219493629,1,,219491867,219498244,6.0
ENSG00000124006,ENSG00000123999,1,INHA,219569162,219575711,-1,OBSL1,219550728,219571859,5.0
ENSG00000123999,ENSG00000124006,-1,OBSL1,219550728,219571859,1,INHA,219569162,219575711,5.0
ENSG00000138433,ENSG00000144306,1,SCRN3,174395730,174429575,-1,CIR1,174348022,174395712,2.0
ENSG00000144306,ENSG00000138433,-1,CIR1,174348022,174395712,1,SCRN3,174395730,174429575,2.0
ENSG00000115474,ENSG00000204120,1,GIGYF2,232697299,232860605,-1,KCNJ13,232765802,232776565,5.0
ENSG00000182600,ENSG00000204120,1,GIGYF2,232697299,232860605,1,SNORC,232857270,232878708,6.0
ENSG00000162980,ENSG00000283228,-1,,151802651,151973949,-1,ARL5A,151788984,151828492,6.0
ENSG00000163214,ENSG00000188010,1,MORN2,38875976,38929072,-1,DHX57,38797729,38875934,2.0
ENSG00000214694,ENSG00000188010,1,MORN2,38875976,38929072,1,ARHGEF33,38889875,38975454,6.0
ENSG00000135913,ENSG00000144580,1,CNOT9,218568580,218597080,-1,USP37,218450251,218568351,2.0
ENSG00000074582,ENSG00000115568,-1,ZNF142,218633329,218659655,1,BCS1L,218658764,218663443,2.0
ENSG00000163481,ENSG00000163482,1,STK36,218672069,218702716,-1,RNF25,218663892,218672002,2.0
ENSG00000163482,ENSG00000163481,-1,RNF25,218663892,218672002,1,STK36,218672069,218702716,2.0
ENSG00000115568,ENSG00000074582,1,BCS1L,218658764,218663443,-1,ZNF142,218633329,218659655,2.0
ENSG00000188760,ENSG00000123989,-1,CHPF,219538954,219543809,1,TMEM198,219543663,219550595,2.0
ENSG00000204634,ENSG00000158435,1,CNOT11,101252886,101270316,-1,TBC1D8,101007228,101252866,2.0
ENSG00000162951,ENSG00000066032,1,CTNNA2,79185231,80648861,-1,LRRTM1,80288351,80304752,5.0
ENSG00000115271,ENSG00000115267,-1,IFIH1,162267074,162318684,1,GCA,162318840,162371595,2.0
ENSG00000134321,ENSG00000134326,-1,CMPK2,6840570,6866635,1,RSAD2,6865557,6898239,5.0
ENSG00000114982,ENSG00000249715,1,FER1L5,96642737,96704887,-1,KANSL3,96593170,96642787,2.0
ENSG00000249715,ENSG00000114982,-1,KANSL3,96593170,96642787,1,FER1L5,96642737,96704887,2.0
ENSG00000163126,ENSG00000213337,-1,ANKRD39,96836611,96858016,-1,ANKRD23,96824526,96857934,3.0
ENSG00000213337,ENSG00000163126,-1,ANKRD23,96824526,96857934,-1,ANKRD39,96836611,96858016,3.0
ENSG00000115318,ENSG00000115325,1,DOK1,74549026,74557551,-1,LOXL3,74532258,74555690,5.0
ENSG00000155749,ENSG00000064012,1,CASP8,201233443,201361836,-1,FLACC1,201288271,201357398,5.0
ENSG00000115993,ENSG00000082146,1,STRADB,201387858,201480846,-1,TRAK2,201377207,201451500,5.0
ENSG00000082146,ENSG00000115993,-1,TRAK2,201377207,201451500,1,STRADB,201387858,201480846,5.0
ENSG00000018510,ENSG00000116044,-1,NFE2L2,177218667,177392756,1,AGPS,177392746,177567024,2.0
ENSG00000138092,ENSG00000184924,-1,PTRHD1,24789728,24793391,1,CENPO,24793136,24822376,2.0
ENSG00000173349,ENSG00000136709,-1,WDR33,127701027,127811187,1,SFT2D3,127701497,127705242,4.0
ENSG00000143947,ENSG00000162994,-1,CLHC1,55172547,55232563,1,RPS27A,55231903,55235853,2.0
ENSG00000177483,ENSG00000124831,1,LRRFIP1,237627587,237813682,1,RBM44,237798389,237842808,6.0
ENSG00000115604,ENSG00000115602,1,IL1RL1,102311502,102352037,1,IL18R1,102311529,102398777,3.0
ENSG00000184924,ENSG00000138092,1,CENPO,24793136,24822376,-1,PTRHD1,24789728,24793391,2.0
ENSG00000162959,ENSG00000162961,-1,DPY30,31867809,32039805,-1,MEMO1,31865060,32011230,6.0
ENSG00000134326,ENSG00000134321,1,RSAD2,6865557,6898239,-1,CMPK2,6840570,6866635,5.0
ENSG00000119013,ENSG00000155744,-1,HYCC2,200973718,201071671,1,NDUFB3,201071433,201085750,2.0
ENSG00000138075,ENSG00000143921,1,ABCG8,43831942,43882988,-1,ABCG5,43812472,43838865,5.0
ENSG00000143921,ENSG00000138075,-1,ABCG5,43812472,43838865,1,ABCG8,43831942,43882988,5.0
ENSG00000223658,ENSG00000152527,1,PLEKHH2,43637260,43767987,-1,C1GALT1C1L,43675151,43676429,5.0
ENSG00000138380,ENSG00000138442,-1,WDR12,202874261,203014798,1,CARF,202912214,202988263,5.0
ENSG00000144426,ENSG00000138442,-1,WDR12,202874261,203014798,1,NBEAL1,203014608,203226378,2.0
ENSG00000068654,ENSG00000132300,1,PTCD3,86106223,86142157,-1,POLR1A,86020216,86106155,2.0
ENSG00000153574,ENSG00000172071,-1,EIF2AK3,88556741,88691518,1,RPIA,88691673,88750929,2.0
ENSG00000059728,ENSG00000124380,1,SNRNP27,69893956,69905575,1,MXD1,69897688,69942945,6.0
ENSG00000115998,ENSG00000116001,-1,TIA1,70209444,70248660,-1,C2orf42,70149885,70248615,3.0
ENSG00000115827,ENSG00000123600,-1,METTL8,171315746,171434802,1,DCAF17,171434217,171485052,2.0
ENSG00000115170,ENSG00000007001,1,UPP2,157876702,158136154,-1,ACVR1,157736251,157876330,2.0
ENSG00000128710,ENSG00000128713,1,HOXD11,176104216,176109754,1,HOXD10,176108790,176119937,1.0
ENSG00000170166,ENSG00000128652,1,HOXD3,176136612,176173102,1,HOXD4,176151550,176153226,6.0
