Selected Gene,Overlapping Gene,Overlapping Strand,Overlapping Gene name,Overlapping Transcript start (bp),Overlapping Transcript end (bp),Overlapping TSS,Selected Strand,Selected Gene name,Selected Transcript start (bp),Selected Transcript end (bp),Selected TSS,overlap type
ENSG00000214226,ENSG00000153933,1,DGKE,56834151,56869567,56834151,-1,C17orf67,56791913,56833920,56833920,2.0
ENSG00000153933,ENSG00000214226,-1,C17orf67,56791913,56833920,56833920,1,DGKE,56834151,56869567,56834151,2.0
ENSG00000141556,ENSG00000167363,1,FN3K,82735615,82751196,82735615,1,TBCD,82752065,82945914,82752065,1.0
ENSG00000141579,ENSG00000141556,1,TBCD,82752065,82945914,82752065,-1,ZNF750,82829434,82840022,82840022,5.0
ENSG00000267060,ENSG00000198863,1,RUNDC1,42980565,42995142,42980565,-1,PTGES3L,42968103,42980080,42980080,2.0
ENSG00000108826,ENSG00000154920,1,EME1,50373229,50381483,50373229,-1,MRPL27,50367867,50373184,50373184,2.0
ENSG00000154920,ENSG00000108826,-1,MRPL27,50367867,50373184,50373184,1,EME1,50373229,50381483,50373229,2.0
ENSG00000275066,ENSG00000278053,-1,DDX52,37609739,37643446,37643446,-1,SYNRG,37514807,37609418,37609418,1.0
ENSG00000167863,ENSG00000180901,1,KCTD2,75047225,75065886,75047225,-1,ATP5PD,75038863,75046969,75046969,2.0
ENSG00000258315,ENSG00000219200,1,RNASEK,7012624,7014532,7012624,1,C17orf49,7014782,7017520,7014782,1.0
ENSG00000004975,ENSG00000040633,-1,PHF23,7235038,7239457,7239457,-1,DVL2,7225342,7234517,7234517,1.0
ENSG00000040633,ENSG00000170296,-1,GABARAP,7240008,7242449,7242449,-1,PHF23,7235038,7239457,7239457,1.0
ENSG00000175826,ENSG00000170291,1,ELP5,7252215,7259937,7252215,-1,CTDNEP1,7243591,7251734,7251734,2.0
ENSG00000183011,ENSG00000182224,1,CYB5D1,7858003,7862282,7858003,-1,NAA38,7856685,7857559,7857559,2.0
ENSG00000161955,ENSG00000239697,1,TNFSF12,7549058,7557881,7549058,1,TNFSF13,7558750,7561601,7558750,1.0
ENSG00000169733,ENSG00000169727,1,GPS1,82051898,82057470,82051898,-1,RFNG,82047902,82051811,82051811,2.0
ENSG00000204913,ENSG00000172057,-1,ORMDL3,39921043,39927601,39927601,1,LRRC3C,39927732,39944999,39927732,2.0
ENSG00000126861,ENSG00000196712,1,NF1,31094977,31377675,31094977,-1,OMG,31294647,31297239,31297239,5.0
ENSG00000185862,ENSG00000196712,1,NF1,31094977,31377675,31094977,-1,EVI2B,31303770,31314054,31314054,5.0
ENSG00000126860,ENSG00000196712,1,NF1,31094977,31377675,31094977,-1,EVI2A,31316410,31321622,31321622,5.0
ENSG00000092931,ENSG00000161547,-1,SRSF2,76734115,76737331,76737331,1,MFSD11,76738119,76779341,76738119,2.0
ENSG00000173786,ENSG00000204815,1,ODAD4,41930617,41966503,41930617,1,CNP,41966795,41977740,41966795,1.0
ENSG00000267221,ENSG00000187595,-1,ZNF385C,42025576,42098473,42098473,-1,C17orf113,42038232,42050601,42050601,6.0
ENSG00000108771,ENSG00000108773,-1,KAT2A,42113111,42121367,42121367,-1,DHX58,42101411,42112714,42112714,1.0
ENSG00000076604,ENSG00000160602,1,NEK8,28728788,28743455,28728788,1,TRAF4,28744011,28750956,28744011,1.0
ENSG00000108932,ENSG00000141337,1,ARSG,68291495,68420814,68291495,-1,SLC16A6,68267026,68291127,68291127,2.0
ENSG00000258890,ENSG00000108654,-1,DDX5,64498254,64506289,64506289,1,CEP95,64506977,64537946,64506977,2.0
ENSG00000074660,ENSG00000167705,-1,RILP,1646150,1649866,1649866,-1,SCARF1,1633858,1645732,1645732,1.0
ENSG00000141219,ENSG00000133193,-1,FAM104A,73207365,73232394,73232394,1,C17orf80,73232433,73248959,73232433,2.0
ENSG00000133193,ENSG00000141219,1,C17orf80,73232433,73248959,73232433,-1,FAM104A,73207365,73232394,73232394,2.0
ENSG00000183077,ENSG00000167900,-1,TK1,78174091,78187052,78187052,1,AFMID,78187362,78207702,78187362,2.0
ENSG00000167699,ENSG00000171861,1,MRM3,782353,792509,782353,-1,GLOD4,759330,782280,782280,2.0
ENSG00000170291,ENSG00000175826,-1,CTDNEP1,7243591,7251734,7251734,1,ELP5,7252215,7259937,7252215,2.0
ENSG00000277972,ENSG00000275023,1,MLLT6,38705273,38729795,38705273,1,CISD3,38730341,38735605,38730341,1.0
ENSG00000276293,ENSG00000273559,-1,CWC25,38800441,38825321,38825321,-1,PIP4K2B,38765691,38799556,38799556,1.0
ENSG00000250506,ENSG00000257949,1,TEN1,75979240,76000586,75979240,1,CDK3,76000855,76005998,76000855,1.0
ENSG00000161533,ENSG00000257949,1,TEN1,75979240,76000586,75979240,-1,ACOX1,75941507,75979166,75979166,2.0
ENSG00000198863,ENSG00000267060,-1,PTGES3L,42968103,42980080,42980080,1,RUNDC1,42980565,42995142,42980565,2.0
ENSG00000108528,ENSG00000108523,1,RNF167,4940268,4945222,4940268,-1,SLC25A11,4937130,4940046,4940046,2.0
ENSG00000108523,ENSG00000108528,-1,SLC25A11,4937130,4940046,4940046,1,RNF167,4940268,4945222,4940268,2.0
ENSG00000091640,ENSG00000108509,-1,CAMTA2,4967997,4987675,4987675,-1,SPAG7,4959226,4967817,4967817,1.0
ENSG00000108509,ENSG00000196388,-1,INCA1,4988130,4997522,4997522,-1,CAMTA2,4967997,4987675,4987675,1.0
ENSG00000129250,ENSG00000196388,-1,INCA1,4988130,4997522,4997522,1,KIF1C,4997950,5028401,4997950,2.0
ENSG00000196388,ENSG00000129250,1,KIF1C,4997950,5028401,4997950,-1,INCA1,4988130,4997522,4997522,2.0
ENSG00000141519,ENSG00000167291,-1,TBC1D16,79932343,80035872,80035872,1,CCDC40,80036642,80100613,80036642,2.0
ENSG00000182612,ENSG00000182446,-1,NPLOC4,81556887,81637112,81637112,1,TSPAN10,81637196,81648749,81637196,2.0
ENSG00000121101,ENSG00000108384,1,RAD51C,58692602,58735611,58692602,-1,TEX14,58556678,58692045,58692045,2.0
ENSG00000121101,ENSG00000266826,-1,IGBP1C,58660424,58692045,58692045,-1,TEX14,58556678,58692045,58692045,3.0
ENSG00000266826,ENSG00000108384,1,RAD51C,58692602,58735611,58692602,-1,IGBP1C,58660424,58692045,58692045,2.0
ENSG00000266826,ENSG00000121101,-1,TEX14,58556678,58692045,58692045,-1,IGBP1C,58660424,58692045,58692045,3.0
ENSG00000108384,ENSG00000266826,-1,IGBP1C,58660424,58692045,58692045,1,RAD51C,58692602,58735611,58692602,2.0
ENSG00000108384,ENSG00000121101,-1,TEX14,58556678,58692045,58692045,1,RAD51C,58692602,58735611,58692602,2.0
ENSG00000167524,ENSG00000007202,-1,BLTP2,28614446,28645158,28645158,-1,RSKR,28607963,28614185,28614185,1.0
ENSG00000196689,ENSG00000197417,-1,SHPK,3608240,3636250,3636250,-1,TRPV1,3565446,3609411,3609411,6.0
ENSG00000040531,ENSG00000197417,-1,SHPK,3608240,3636250,3636250,1,CTNS,3636760,3663103,3636760,2.0
ENSG00000197417,ENSG00000040531,1,CTNS,3636760,3663103,3636760,-1,SHPK,3608240,3636250,3636250,2.0
ENSG00000213977,ENSG00000127774,1,EMC6,3668812,3669665,3668812,-1,TAX1BP3,3662895,3668578,3668578,2.0
ENSG00000127774,ENSG00000213977,-1,TAX1BP3,3662895,3668578,3668578,1,EMC6,3668812,3669665,3668812,2.0
ENSG00000083457,ENSG00000074356,-1,NCBP3,3802158,3846246,3846246,-1,ITGAE,3714628,3801188,3801188,1.0
ENSG00000177602,ENSG00000083457,-1,ITGAE,3714628,3801188,3801188,1,HASPIN,3723903,3726699,3723903,5.0
ENSG00000108588,ENSG00000198231,1,DDX42,63774170,63819317,63774170,-1,CCDC47,63745255,63773597,63773597,2.0
ENSG00000198231,ENSG00000108588,-1,CCDC47,63745255,63773597,63773597,1,DDX42,63774170,63819317,63774170,2.0
ENSG00000108592,ENSG00000087191,1,PSMC5,63827431,63832019,63827431,-1,FTSJ3,63819433,63827663,63827663,2.0
ENSG00000278259,ENSG00000277161,1,PIGW,36534987,36539303,36534987,-1,MYO19,36495636,36534868,36534868,2.0
ENSG00000277161,ENSG00000278259,-1,MYO19,36495636,36534868,36534868,1,PIGW,36534987,36539303,36534987,2.0
ENSG00000278619,ENSG00000278535,1,DHRS11,36591879,36600804,36591879,1,MRM1,36601583,36608964,36601583,1.0
ENSG00000141499,ENSG00000141510,-1,TP53,7668421,7687490,7687490,1,WRAP53,7688477,7703502,7688477,2.0
ENSG00000180042,ENSG00000221882,-1,OR3A2,3276177,3386308,3386308,1,OR1R1P,3385930,3386874,3385930,2.0
ENSG00000180090,ENSG00000221882,-1,OR3A2,3276177,3386308,3386308,-1,OR3A1,3291017,3298360,3298360,6.0
ENSG00000184988,ENSG00000188554,1,NBR1,43171214,43211688,43171214,1,TMEM106A,43211875,43220041,43211875,1.0
ENSG00000136457,ENSG00000167107,1,ACSF2,50426218,50474837,50426218,-1,CHAD,50464496,50468880,50468880,5.0
ENSG00000129197,ENSG00000108559,-1,NUP88,5384833,5419662,5419662,1,RPAIN,5420182,5432877,5420182,2.0
ENSG00000072849,ENSG00000167842,1,MIS12,5486566,5490811,5486566,-1,DERL2,5471254,5486178,5486178,2.0
ENSG00000167842,ENSG00000072849,-1,DERL2,5471254,5486178,5486178,1,MIS12,5486566,5490811,5486566,2.0
ENSG00000108559,ENSG00000129197,1,RPAIN,5420182,5432877,5420182,-1,NUP88,5384833,5419662,5419662,2.0
ENSG00000141378,ENSG00000062716,1,VMP1,59707654,59842255,59707654,-1,PTRH2,59697308,59707430,59707430,2.0
ENSG00000181523,ENSG00000181045,1,SLC26A11,80220427,80253500,80220427,-1,SGSH,80209276,80220333,80220333,2.0
ENSG00000181045,ENSG00000181523,-1,SGSH,80209276,80220333,80220333,1,SLC26A11,80220427,80253500,80220427,2.0
ENSG00000087191,ENSG00000108592,-1,FTSJ3,63819433,63827663,63827663,1,PSMC5,63827431,63832019,63827431,2.0
ENSG00000177302,ENSG00000176994,1,SMCR8,18315293,18328056,18315293,-1,TOP3A,18271428,18314994,18314994,2.0
ENSG00000176994,ENSG00000177302,-1,TOP3A,18271428,18314994,18314994,1,SMCR8,18315293,18328056,18315293,2.0
ENSG00000182742,ENSG00000120093,-1,HOXB3,48548870,48590241,48590241,-1,HOXB4,48575507,48578350,48578350,6.0
ENSG00000214941,ENSG00000011295,1,TTC19,15999824,16029404,15999824,-1,ZSWIM7,15976560,15999704,15999704,2.0
ENSG00000011295,ENSG00000214941,-1,ZSWIM7,15976560,15999704,15999704,1,TTC19,15999824,16029404,15999824,2.0
ENSG00000109065,ENSG00000109066,1,TMEM104,74776499,74839753,74776499,-1,NAT9,74770529,74776345,74776345,2.0
ENSG00000109066,ENSG00000109065,-1,NAT9,74770529,74776345,74776345,1,TMEM104,74776499,74839753,74776499,2.0
ENSG00000182446,ENSG00000182612,1,TSPAN10,81637196,81648749,81637196,-1,NPLOC4,81556887,81637112,81637112,2.0
ENSG00000167291,ENSG00000141519,1,CCDC40,80036642,80100613,80036642,-1,TBC1D16,79932343,80035872,80035872,2.0
ENSG00000171298,ENSG00000141519,1,CCDC40,80036642,80100613,80036642,1,GAA,80101581,80119881,80101581,1.0
ENSG00000132589,ENSG00000167536,-1,DHRS13,28897781,28903079,28903079,-1,FLOT2,28879339,28897733,28897733,1.0
ENSG00000161921,ENSG00000141497,1,ZMYND15,4739833,4746113,4739833,-1,CXCL16,4733533,4739928,4739928,2.0
ENSG00000169689,ENSG00000169683,1,LRRC45,82023305,82031151,82023305,-1,CENPX,82018703,82022878,82022878,2.0
ENSG00000169750,ENSG00000169683,1,LRRC45,82023305,82031151,82023305,1,RAC3,82031678,82034204,82031678,1.0
ENSG00000169683,ENSG00000169689,-1,CENPX,82018703,82022878,82022878,1,LRRC45,82023305,82031151,82023305,2.0
ENSG00000169727,ENSG00000169733,-1,RFNG,82047902,82051811,82051811,1,GPS1,82051898,82057470,82051898,2.0
ENSG00000178404,ENSG00000035862,-1,TIMP2,78852977,78925387,78925387,-1,CEP295NL,78890579,78903201,78903201,6.0
ENSG00000221882,ENSG00000180042,1,OR1R1P,3385930,3386874,3385930,-1,OR3A2,3276177,3386308,3386308,2.0
ENSG00000161960,ENSG00000161956,1,SENP3,7561919,7571969,7561919,1,EIF4A1,7572825,7579006,7572825,1.0
ENSG00000062716,ENSG00000141378,-1,PTRH2,59697308,59707430,59707430,1,VMP1,59707654,59842255,59707654,2.0
ENSG00000108423,ENSG00000108443,1,RPS6KB1,59893121,59950574,59893121,-1,TUBD1,59859479,59892943,59892943,2.0
ENSG00000108443,ENSG00000108423,-1,TUBD1,59859479,59892943,59892943,1,RPS6KB1,59893121,59950574,59893121,2.0
ENSG00000161956,ENSG00000161955,1,TNFSF13,7558750,7561601,7558750,1,SENP3,7561919,7571969,7561919,1.0
ENSG00000175662,ENSG00000171962,1,DRC3,17972862,18016889,17972862,-1,TOM1L2,17843511,17972400,17972400,2.0
ENSG00000171962,ENSG00000175662,-1,TOM1L2,17843511,17972400,17972400,1,DRC3,17972862,18016889,17972862,2.0
ENSG00000171953,ENSG00000141034,1,GID4,18039408,18068405,18039408,-1,ATPAF2,18018021,18039168,18039168,2.0
ENSG00000141034,ENSG00000171953,-1,ATPAF2,18018021,18039168,18039168,1,GID4,18039408,18068405,18039408,2.0
ENSG00000091536,ENSG00000108591,1,DRG2,18087948,18107969,18087948,1,MYO15A,18108756,18179800,18108756,1.0
ENSG00000188522,ENSG00000154025,1,SLC5A10,18952165,19022565,18952165,-1,FAM83G,18968789,19004764,19004764,5.0
ENSG00000141510,ENSG00000141499,1,WRAP53,7688477,7703502,7688477,-1,TP53,7668421,7687490,7687490,2.0
ENSG00000161547,ENSG00000092931,1,MFSD11,76738119,76779341,76738119,-1,SRSF2,76734115,76737331,76737331,2.0
ENSG00000206559,ENSG00000163512,-1,AZI2,28321047,28348824,28348824,1,ZCWPW2,28348721,28526358,28348721,2.0
ENSG00000170860,ENSG00000154767,-1,XPC,14145147,14178601,14178601,1,LSM3,14178817,14201122,14178817,2.0
ENSG00000163512,ENSG00000206559,1,ZCWPW2,28348721,28526358,28348721,-1,AZI2,28321047,28348824,28348824,2.0
ENSG00000114388,ENSG00000114395,1,CYB561D2,50350862,50354069,50350862,-1,NPRL2,50347330,50350775,50350775,2.0
ENSG00000154174,ENSG00000206535,1,LNP1,100401539,100456319,100401539,-1,TOMM70,100363431,100401089,100401089,2.0
ENSG00000206535,ENSG00000154174,-1,TOMM70,100363431,100401089,100401089,1,LNP1,100401539,100456319,100401539,2.0
ENSG00000198919,ENSG00000163507,-1,CIP2A,108549864,108589438,108589438,1,DZIP3,108589722,108694840,108589722,2.0
ENSG00000144848,ENSG00000138459,1,SLC35A5,112562045,112585579,112562045,-1,ATG3,112532510,112561962,112561962,2.0
ENSG00000138459,ENSG00000144848,-1,ATG3,112532510,112561962,112561962,1,SLC35A5,112562045,112585579,112562045,2.0
ENSG00000114670,ENSG00000034533,-1,ASTE1,131013875,131026825,131026825,1,NEK11,131026877,131350465,131026877,2.0
ENSG00000120742,ENSG00000144895,1,EIF2A,150546787,150586016,150546787,-1,SERP1,150541998,150546496,150546496,2.0
ENSG00000176597,ENSG00000053524,-1,MCF2L2,183178041,183428619,183428619,1,B3GNT5,183253253,183273385,183253253,5.0
ENSG00000152492,ENSG00000188958,-1,UTS2B,191267168,191330526,191330526,1,CCDC50,191329394,191398659,191329394,5.0
ENSG00000174013,ENSG00000185798,-1,WDR53,196554177,196568554,196568554,1,FBXO45,196568660,196589059,196568660,2.0
ENSG00000185798,ENSG00000174013,1,FBXO45,196568660,196589059,196568660,-1,WDR53,196554177,196568554,196568554,2.0
ENSG00000163661,ENSG00000197415,-1,VEPH1,157259742,157503416,157503416,1,PTX3,157436850,157443633,157436850,5.0
ENSG00000163634,ENSG00000163635,1,ATXN7,63863867,64003462,63863867,-1,THOC7,63833870,63863805,63863805,2.0
ENSG00000154767,ENSG00000170860,1,LSM3,14178817,14201122,14178817,-1,XPC,14145147,14178601,14178601,2.0
ENSG00000144840,ENSG00000153767,1,GTF2E1,120742744,120783069,120742744,-1,RABL3,120684938,120742516,120742516,2.0
ENSG00000163635,ENSG00000163634,-1,THOC7,63833870,63863805,63863805,1,ATXN7,63863867,64003462,63863867,2.0
ENSG00000214160,ENSG00000284753,1,EEF1AKMT4,184249672,184258759,184249672,-1,ALG3,184242301,184248962,184248962,2.0
ENSG00000284753,ENSG00000214160,-1,ALG3,184242301,184248962,184248962,1,EEF1AKMT4,184249672,184258759,184249672,2.0
ENSG00000114859,ENSG00000163882,1,POLR2H,184361710,184368591,184361710,-1,CLCN2,184346185,184361605,184361605,2.0
ENSG00000114742,ENSG00000168356,-1,SCN11A,38845764,39051944,39051944,1,WDR48,39052016,39096664,39052016,2.0
ENSG00000136522,ENSG00000136521,1,NDUFB5,179604794,179627647,179604794,-1,MRPL47,179588285,179604638,179604638,2.0
ENSG00000168356,ENSG00000114742,1,WDR48,39052016,39096664,39052016,-1,SCN11A,38845764,39051944,39051944,2.0
ENSG00000034533,ENSG00000114670,1,NEK11,131026877,131350465,131026877,-1,ASTE1,131013875,131026825,131026825,2.0
ENSG00000114395,ENSG00000114388,-1,NPRL2,50347330,50350775,50350775,1,CYB561D2,50350862,50354069,50350862,2.0
ENSG00000145020,ENSG00000145029,-1,NICN1,49422333,49429324,49429324,-1,AMT,49416778,49422473,49422473,1.0
ENSG00000164068,ENSG00000173531,-1,MST1,49683947,49689474,49689474,1,RNF123,49689557,49721529,49689557,2.0
ENSG00000176020,ENSG00000164068,1,RNF123,49689557,49721529,49689557,-1,AMIGO3,49716829,49719684,49719684,5.0
ENSG00000176020,ENSG00000173540,-1,GMPPB,49719916,49723951,49723951,-1,AMIGO3,49716829,49719684,49719684,1.0
ENSG00000173531,ENSG00000164068,1,RNF123,49689557,49721529,49689557,-1,MST1,49683947,49689474,49689474,2.0
ENSG00000173540,ENSG00000176095,-1,IP6K1,49724294,49786542,49786542,-1,GMPPB,49719916,49723951,49723951,1.0
ENSG00000114648,ENSG00000088727,-1,KIF9,47227998,47282799,47282799,1,KLHL18,47282944,47346816,47282944,2.0
ENSG00000183770,ENSG00000206262,1,FOXL2NB,138947217,138953990,138947217,-1,FOXL2,138944224,138947137,138947137,2.0
ENSG00000206262,ENSG00000183770,-1,FOXL2,138944224,138947137,138947137,1,FOXL2NB,138947217,138953990,138947217,2.0
ENSG00000157150,ENSG00000157152,1,SYN2,12004388,12192032,12004388,-1,TIMP4,12153068,12158912,12158912,5.0
ENSG00000114209,ENSG00000163536,1,SERPINI1,167735721,167825569,167735721,-1,PDCD10,167683298,167734892,167734892,2.0
ENSG00000163536,ENSG00000114209,-1,PDCD10,167683298,167734892,167734892,1,SERPINI1,167735721,167825569,167735721,2.0
ENSG00000114767,ENSG00000041880,1,PARP3,51942363,51948867,51942363,-1,RRP9,51933429,51941904,51941904,2.0
ENSG00000163930,ENSG00000010318,1,PHF7,52410660,52423641,52410660,-1,BAP1,52401008,52410008,52410008,2.0
ENSG00000174007,ENSG00000163964,1,PIGX,196712377,196736007,196712377,-1,CEP19,196706277,196712250,196712250,2.0
ENSG00000240303,ENSG00000081307,1,UBA5,132660329,132679794,132660329,-1,ACAD11,132558141,132659809,132659809,2.0
ENSG00000129048,ENSG00000240303,-1,ACAD11,132558141,132659809,132659809,1,ACKR4,132597270,132602644,132597270,5.0
ENSG00000081307,ENSG00000240303,-1,ACAD11,132558141,132659809,132659809,1,UBA5,132660329,132679794,132660329,2.0
ENSG00000188315,ENSG00000114316,-1,USP4,49277144,49340053,49340053,-1,C3orf62,49268596,49277232,49277232,1.0
ENSG00000129055,ENSG00000182923,1,CEP63,134486057,134565031,134486057,-1,ANAPC13,134477706,134485985,134485985,2.0
ENSG00000163320,ENSG00000288654,-1,,88058139,88058216,88058216,-1,CGGBP1,88051950,88059005,88059005,3.0
ENSG00000163320,ENSG00000175105,1,ZNF654,88059255,88144660,88059255,-1,CGGBP1,88051950,88059005,88059005,2.0
ENSG00000288654,ENSG00000163320,-1,CGGBP1,88051950,88059005,88059005,-1,,88058139,88058216,88058216,3.0
ENSG00000175105,ENSG00000163320,-1,CGGBP1,88051950,88059005,88059005,1,ZNF654,88059255,88144660,88059255,2.0
ENSG00000163684,ENSG00000255154,1,HTD2,58306520,58320193,58306520,1,RPP14,58306245,58320193,58306245,3.0
ENSG00000136521,ENSG00000136522,-1,MRPL47,179588285,179604638,179604638,1,NDUFB5,179604794,179627647,179604794,2.0
ENSG00000255154,ENSG00000163684,1,RPP14,58306245,58320193,58306245,1,HTD2,58306520,58320193,58306520,3.0
ENSG00000067560,ENSG00000145022,1,TCTA,49412423,49416476,49412423,-1,RHOA,49359145,49411976,49411976,2.0
ENSG00000172215,ENSG00000163820,-1,FYCO1,45917903,45995824,45995824,1,CXCR6,45943464,45948351,45943464,5.0
ENSG00000178750,ENSG00000169379,1,ARL13B,93980155,94055678,93980155,-1,STX19,94014365,94028597,94028597,5.0
ENSG00000178700,ENSG00000178694,1,NSUN3,94063061,94131832,94063061,-1,DHFR2,94057922,94062916,94062916,2.0
ENSG00000178694,ENSG00000178700,-1,DHFR2,94057922,94062916,94062916,1,NSUN3,94063061,94131832,94063061,2.0
ENSG00000041880,ENSG00000114767,-1,RRP9,51933429,51941904,51941904,1,PARP3,51942363,51948867,51942363,2.0
ENSG00000169981,ENSG00000186448,1,ZNF197,44625036,44648471,44625036,1,ZNF35,44648732,44660791,44648732,1.0
ENSG00000206562,ENSG00000144597,1,EAF1,15427598,15442613,15427598,-1,METTL6,15409760,15427544,15427544,2.0
ENSG00000144597,ENSG00000206562,-1,METTL6,15409760,15427544,15427544,1,EAF1,15427598,15442613,15427598,2.0
ENSG00000131373,ENSG00000169814,1,BTD,15601745,15653714,15601745,-1,HACL1,15560699,15601569,15601569,2.0
ENSG00000186792,ENSG00000114378,-1,HYAL1,50299893,50303574,50303574,-1,HYAL3,50292832,50299405,50299405,1.0
ENSG00000186792,ENSG00000243477,-1,NAA80,50296402,50299405,50299405,-1,HYAL3,50292832,50299405,50299405,3.0
ENSG00000243477,ENSG00000114378,-1,HYAL1,50299893,50303574,50303574,-1,NAA80,50296402,50299405,50299405,1.0
ENSG00000243477,ENSG00000186792,-1,HYAL3,50292832,50299405,50299405,-1,NAA80,50296402,50299405,50299405,3.0
ENSG00000214706,ENSG00000186792,-1,HYAL3,50292832,50299405,50299405,-1,IFRD2,50287732,50292429,50292429,1.0
ENSG00000164051,ENSG00000232112,1,TMA7,48440257,48444208,48440257,-1,CCDC51,48432173,48440119,48440119,2.0
ENSG00000232112,ENSG00000164051,-1,CCDC51,48432173,48440119,48440119,1,TMA7,48440257,48444208,48440257,2.0
ENSG00000213689,ENSG00000164053,1,ATRIP,48446737,48467645,48446737,1,TREX1,48466230,48467645,48466230,6.0
ENSG00000145040,ENSG00000114270,-1,COL7A1,48564073,48595329,48595329,-1,UCN2,48561718,48563781,48563781,1.0
ENSG00000241553,ENSG00000171148,-1,TADA3,9779967,9792473,9792473,1,ARPC4,9793082,9807101,9793082,2.0
ENSG00000163964,ENSG00000174007,-1,CEP19,196706277,196712250,196712250,1,PIGX,196712377,196736007,196712377,2.0
ENSG00000163703,ENSG00000163702,1,IL17RC,9917098,9933621,9917098,1,CRELD1,9933834,9945406,9933834,1.0
ENSG00000016391,ENSG00000056736,1,IL17RB,53846568,53865794,53846568,-1,CHDH,53812335,53846419,53846419,2.0
ENSG00000056736,ENSG00000016391,-1,CHDH,53812335,53846419,53846419,1,IL17RB,53846568,53865794,53846568,2.0
ENSG00000068028,ENSG00000004838,-1,ZMYND10,50341112,50345732,50345732,-1,RASSF1,50329788,50340836,50340836,1.0
ENSG00000171148,ENSG00000241553,1,ARPC4,9793082,9807101,9793082,-1,TADA3,9779967,9792473,9792473,2.0
ENSG00000168386,ENSG00000184220,1,CMSS1,99817862,100181732,99817862,-1,FILIP1L,99828811,100114501,100114501,5.0
ENSG00000129071,ENSG00000163913,1,IFT122,129440224,129520507,129440224,-1,MBD4,129430947,129439948,129439948,2.0
ENSG00000182923,ENSG00000129055,-1,ANAPC13,134477706,134485985,134485985,1,CEP63,134486057,134565031,134486057,2.0
ENSG00000088727,ENSG00000114648,1,KLHL18,47282944,47346816,47282944,-1,KIF9,47227998,47282799,47282799,2.0
ENSG00000174946,ENSG00000144893,1,MED12L,151085664,151436653,151085664,-1,GPR171,151197832,151203216,151203216,5.0
ENSG00000174944,ENSG00000144893,1,MED12L,151085664,151436653,151085664,-1,P2RY14,151212117,151278542,151278542,5.0
ENSG00000138271,ENSG00000144893,1,MED12L,151085664,151436653,151085664,-1,GPR87,151294086,151316820,151316820,5.0
ENSG00000181631,ENSG00000144893,1,MED12L,151085664,151436653,151085664,-1,P2RY13,151326312,151329549,151329549,5.0
ENSG00000169313,ENSG00000144893,1,MED12L,151085664,151436653,151085664,-1,P2RY12,151336843,151384753,151384753,5.0
ENSG00000144895,ENSG00000120742,-1,SERP1,150541998,150546496,150546496,1,EIF2A,150546787,150586016,150546787,2.0
ENSG00000114626,ENSG00000114631,1,PODXL2,127629185,127672802,127629185,1,ABTB1,127672952,127680926,127672952,1.0
ENSG00000173226,ENSG00000145088,1,EAF2,121835209,121886526,121835209,-1,IQCB1,121769761,121835060,121835060,2.0
ENSG00000145088,ENSG00000173226,-1,IQCB1,121769761,121835060,121835060,1,EAF2,121835209,121886526,121835209,2.0
ENSG00000010318,ENSG00000163930,-1,BAP1,52401008,52410008,52410008,1,PHF7,52410660,52423641,52410660,2.0
ENSG00000178252,ENSG00000178467,1,P4HTM,48990241,49007153,48990241,1,WDR6,49007391,49015951,49007391,1.0
ENSG00000163507,ENSG00000198919,1,DZIP3,108589722,108694840,108589722,-1,CIP2A,108549864,108589438,108589438,2.0
ENSG00000163882,ENSG00000114859,-1,CLCN2,184346185,184361605,184361605,1,POLR2H,184361710,184368591,184361710,2.0
ENSG00000188958,ENSG00000152492,1,CCDC50,191329394,191398659,191329394,-1,UTS2B,191267168,191330526,191330526,5.0
ENSG00000171757,ENSG00000188306,1,LRRIQ4,169812870,169837773,169812870,-1,LRRC34,169793003,169812904,169812904,2.0
ENSG00000188306,ENSG00000171757,-1,LRRC34,169793003,169812904,169812904,1,LRRIQ4,169812870,169837773,169812870,2.0
ENSG00000114503,ENSG00000270170,1,NCBP2AS2,196942674,196943543,196942674,-1,NCBP2,196935406,196942528,196942528,2.0
ENSG00000270170,ENSG00000114503,-1,NCBP2,196935406,196942528,196942528,1,NCBP2AS2,196942674,196943543,196942674,2.0
ENSG00000160124,ENSG00000114023,1,FAM162A,122384182,122412334,122384182,-1,MIX23,122359591,122383231,122383231,2.0
ENSG00000114023,ENSG00000160124,-1,MIX23,122359591,122383231,122383231,1,FAM162A,122384182,122412334,122384182,2.0
ENSG00000138496,ENSG00000163840,1,DTX3L,122564338,122575203,122564338,-1,PARP9,122527924,122564300,122564300,2.0
ENSG00000163840,ENSG00000138496,-1,PARP9,122527924,122564300,122564300,1,DTX3L,122564338,122575203,122564338,2.0
ENSG00000145022,ENSG00000067560,-1,RHOA,49359145,49411976,49411976,1,TCTA,49412423,49416476,49412423,2.0
ENSG00000233276,ENSG00000067560,-1,RHOA,49359145,49411976,49411976,-1,GPX1,49357176,49358353,49358353,1.0
ENSG00000114473,ENSG00000185621,1,LMLN,197960217,198043720,197960217,-1,IQCG,197889077,197959991,197959991,2.0
ENSG00000182899,ENSG00000114473,-1,IQCG,197889077,197959991,197959991,1,RPL35A,197950190,197956610,197950190,5.0
ENSG00000185621,ENSG00000114473,-1,IQCG,197889077,197959991,197959991,1,LMLN,197960217,198043720,197960217,2.0
