Selected Gene,Selected Gene name,Selected Strand,Selected TSS,Overlapping Gene,Overlapping Gene name,Overlapping Strand,Overlapping TSS
ENSG00000176410,DNAJC30,-1,73683453,ENSG00000071462,BUD23,1,73683597
ENSG00000160993,ALKBH4,-1,102464863,ENSG00000161036,LRWD1,1,102464984
ENSG00000161036,LRWD1,1,102464984,ENSG00000160993,ALKBH4,-1,102464863
ENSG00000122565,CBX3,1,26201745,ENSG00000122566,HNRNPA2B1,-1,26200746
ENSG00000106588,PSMA2,-1,42932174,ENSG00000106591,MRPL32,1,42932376
ENSG00000106591,MRPL32,1,42932376,ENSG00000106588,PSMA2,-1,42932174
ENSG00000178397,FAM220A,-1,6348967,ENSG00000286075,SAGSIN1,-1,6348967
ENSG00000164597,COG5,-1,107563920,ENSG00000105865,DUS4L,1,107563971
ENSG00000122687,MRM2,-1,2242205,ENSG00000106268,NUDT1,1,2242226
ENSG00000106268,NUDT1,1,2242226,ENSG00000122687,MRM2,-1,2242205
ENSG00000075303,SLC25A40,-1,87876360,ENSG00000006634,DBF4,1,87876493
ENSG00000006634,DBF4,1,87876493,ENSG00000075303,SLC25A40,-1,87876360
ENSG00000146755,TRIM50,-1,73328082,ENSG00000077800,FKBP6,1,73328161
ENSG00000077800,FKBP6,1,73328161,ENSG00000146755,TRIM50,-1,73328082
ENSG00000001631,KRIT1,-1,92245914,ENSG00000001629,ANKIB1,1,92245974
ENSG00000127952,STYXL1,-1,76048000,ENSG00000146701,MDH2,1,76048106
ENSG00000146701,MDH2,1,76048106,ENSG00000127952,STYXL1,-1,76048000
ENSG00000128512,DOCK4,-1,112206399,ENSG00000198839,ZNF277,1,112206695
ENSG00000136261,BZW2,1,16646181,ENSG00000106524,ANKMY2,-1,16645754
ENSG00000106290,TAF6,-1,100119358,ENSG00000166997,CNPY4,1,100119634
ENSG00000106336,FBXO24,1,100586328,ENSG00000077454,LRCH4,-1,100586129
ENSG00000106244,PDAP1,-1,99408597,ENSG00000106245,BUD31,1,99408969
ENSG00000106245,BUD31,1,99408969,ENSG00000106244,PDAP1,-1,99408597
ENSG00000122566,HNRNPA2B1,-1,26200746,ENSG00000122565,CBX3,1,26201745
ENSG00000106305,AIMP2,1,6009272,ENSG00000122512,PMS2,-1,6009049
ENSG00000106246,PTCD1,-1,99438798,ENSG00000160917,CPSF4,1,99438943
ENSG00000164818,DNAAF5,1,726699,ENSG00000188191,PRKAR1B,-1,727281
ENSG00000188191,PRKAR1B,-1,727281,ENSG00000164818,DNAAF5,1,726699
ENSG00000286075,SAGSIN1,-1,6348967,ENSG00000178397,FAM220A,-1,6348967
ENSG00000077454,LRCH4,-1,100586129,ENSG00000106336,FBXO24,1,100586328
ENSG00000006576,PHTF2,1,77798773,ENSG00000135211,TMEM60,-1,77798434
ENSG00000161040,FBXL13,-1,103074796,ENSG00000170632,ARMC10,1,103075140
ENSG00000071462,BUD23,1,73683597,ENSG00000176410,DNAJC30,-1,73683453
ENSG00000106526,ACTR3C,-1,150323545,ENSG00000127399,LRRC61,1,150323355
ENSG00000106565,TMEM176B,-1,150800364,ENSG00000002933,TMEM176A,1,150800769
ENSG00000166508,MCM7,-1,100101397,ENSG00000221838,AP4M1,1,100101643
ENSG00000122512,PMS2,-1,6009049,ENSG00000106305,AIMP2,1,6009272
ENSG00000047621,C12orf4,-1,4538469,ENSG00000111247,RAD51AP1,1,4538890
ENSG00000179715,PCED1B,1,47079621,ENSG00000139211,AMIGO2,-1,47079959
ENSG00000064102,INTS13,-1,26937981,ENSG00000111790,FGFR1OP2,1,26938470
ENSG00000173451,THAP2,1,71664301,ENSG00000133858,ZFC3H1,-1,71663848
ENSG00000133640,LRRIQ1,1,85036351,ENSG00000231738,TSPAN19,-1,85036277
ENSG00000133773,CCDC59,-1,82358387,ENSG00000127720,METTL25,1,82358529
ENSG00000127720,METTL25,1,82358529,ENSG00000133773,CCDC59,-1,82358387
ENSG00000180263,FGD6,-1,95217467,ENSG00000028203,VEZT,1,95217807
ENSG00000165972,CCDC38,-1,95942614,ENSG00000139344,AMDHD1,1,95943331
ENSG00000139651,ZNF740,1,53180722,ENSG00000139631,CSAD,-1,53180925
ENSG00000139324,TMTC3,1,88142307,ENSG00000198707,CEP290,-1,88142088
ENSG00000075188,NUP37,-1,102120114,ENSG00000185480,PARPBP,1,102120183
ENSG00000139344,AMDHD1,1,95943331,ENSG00000165972,CCDC38,-1,95942614
ENSG00000136021,SCYL2,1,100267177,ENSG00000166153,DEPDC4,-1,100267079
ENSG00000256223,ZNF10,1,133130627,ENSG00000214029,ZNF891,-1,133130274
ENSG00000198270,TMEM116,-1,112013165,ENSG00000089248,ERP29,1,112013426
ENSG00000089234,BRAP,-1,111685956,ENSG00000111271,ACAD10,1,111686053
ENSG00000111790,FGFR1OP2,1,26938470,ENSG00000064102,INTS13,-1,26937981
ENSG00000285133,,-1,57520480,ENSG00000175197,DDIT3,-1,57520514
ENSG00000037897,METTL1,-1,57772105,ENSG00000123427,EEF1AKMT3,1,57772614
ENSG00000123427,EEF1AKMT3,1,57772614,ENSG00000037897,METTL1,-1,57772105
ENSG00000166130,IKBIP,-1,98644788,ENSG00000120868,APAF1,1,98645290
ENSG00000133858,ZFC3H1,-1,71663848,ENSG00000173451,THAP2,1,71664301
ENSG00000139151,PLCZ1,-1,18738012,ENSG00000177938,CAPZA3,1,18738119
ENSG00000177938,CAPZA3,1,18738119,ENSG00000139151,PLCZ1,-1,18738012
ENSG00000170855,TRIAP1,-1,120446384,ENSG00000257218,GATC,1,120446444
ENSG00000257218,GATC,1,120446444,ENSG00000170855,TRIAP1,-1,120446384
ENSG00000111665,CDCA3,-1,6851286,ENSG00000111667,USP5,1,6852150
ENSG00000205323,SARNP,-1,55817724,ENSG00000123353,ORMDL2,1,55818041
ENSG00000123353,ORMDL2,1,55818041,ENSG00000205323,SARNP,-1,55817724
ENSG00000111361,EIF2B1,-1,123633686,ENSG00000111358,GTF2H3,1,123633829
ENSG00000111358,GTF2H3,1,123633829,ENSG00000111361,EIF2B1,-1,123633686
ENSG00000087448,KLHL42,1,27780233,ENSG00000205693,MANSC4,-1,27780236
ENSG00000198707,CEP290,-1,88142088,ENSG00000139324,TMTC3,1,88142307
ENSG00000186815,TPCN1,1,113221464,ENSG00000166578,IQCD,-1,113221094
ENSG00000118307,DNAI7,-1,25195160,ENSG00000205707,ETFRF1,1,25195237
ENSG00000205707,ETFRF1,1,25195237,ENSG00000118307,DNAI7,-1,25195160
ENSG00000205693,MANSC4,-1,27780236,ENSG00000087448,KLHL42,1,27780233
ENSG00000110906,KCTD10,-1,109477300,ENSG00000151148,UBE3B,1,109477634
ENSG00000151148,UBE3B,1,109477634,ENSG00000110906,KCTD10,-1,109477300
ENSG00000139428,MMAB,-1,109573504,ENSG00000110921,MVK,1,109573794
ENSG00000111011,RSRC2,-1,122526936,ENSG00000184445,KNTC1,1,122527249
ENSG00000184445,KNTC1,1,122527249,ENSG00000111011,RSRC2,-1,122526936
ENSG00000111412,SPRING1,-1,116738069,ENSG00000135119,RNFT2,1,116738315
ENSG00000094916,CBX5,-1,54280122,ENSG00000135486,HNRNPA1,1,54280726
ENSG00000111639,MRPL51,-1,6493262,ENSG00000010292,NCAPD2,1,6494102
ENSG00000010292,NCAPD2,1,6494102,ENSG00000111639,MRPL51,-1,6493262
ENSG00000134283,PPHLN1,1,42326167,ENSG00000139168,ZCRB1,-1,42326094
ENSG00000139168,ZCRB1,-1,42326094,ENSG00000134283,PPHLN1,1,42326167
ENSG00000215021,PHB2,-1,6970664,ENSG00000126749,EMG1,1,6970913
ENSG00000135119,RNFT2,1,116738315,ENSG00000111412,SPRING1,-1,116738069
ENSG00000135486,HNRNPA1,1,54280726,ENSG00000094916,CBX5,-1,54280122
ENSG00000111667,USP5,1,6852150,ENSG00000111665,CDCA3,-1,6851286
ENSG00000139211,AMIGO2,-1,47079959,ENSG00000179715,PCED1B,1,47079621
ENSG00000185480,PARPBP,1,102120183,ENSG00000075188,NUP37,-1,102120114
ENSG00000176894,PXMP2,1,132687587,ENSG00000177084,POLE,-1,132687342
ENSG00000231738,TSPAN19,-1,85036277,ENSG00000133640,LRRIQ1,1,85036351
ENSG00000111231,GPN3,-1,110468257,ENSG00000204856,FAM216A,1,110468845
ENSG00000204856,FAM216A,1,110468845,ENSG00000111231,GPN3,-1,110468257
ENSG00000111237,VPS29,-1,110502111,ENSG00000151164,RAD9B,1,110502331
ENSG00000151164,RAD9B,1,110502331,ENSG00000111237,VPS29,-1,110502111
ENSG00000004700,RECQL,-1,21501635,ENSG00000111711,GOLT1B,1,21501789
ENSG00000111711,GOLT1B,1,21501789,ENSG00000004700,RECQL,-1,21501635
ENSG00000051825,MPHOSPH9,-1,123233141,ENSG00000130921,MTRFR,1,123233436
ENSG00000130921,MTRFR,1,123233436,ENSG00000051825,MPHOSPH9,-1,123233141
ENSG00000214029,ZNF891,-1,133130274,ENSG00000256223,ZNF10,1,133130627
ENSG00000022840,RNF10,1,120534356,ENSG00000288623,,1,120534697
ENSG00000288623,,1,120534697,ENSG00000022840,RNF10,1,120534356
ENSG00000120868,APAF1,1,98645290,ENSG00000166130,IKBIP,-1,98644788
ENSG00000185664,PMEL,-1,55966042,ENSG00000123374,CDK2,1,55966830
ENSG00000123374,CDK2,1,55966830,ENSG00000185664,PMEL,-1,55966042
ENSG00000089248,ERP29,1,112013426,ENSG00000198270,TMEM116,-1,112013165
ENSG00000175197,DDIT3,-1,57520514,ENSG00000285133,,-1,57520480
ENSG00000166153,DEPDC4,-1,100267079,ENSG00000136021,SCYL2,1,100267177
ENSG00000123064,DDX54,-1,113185478,ENSG00000139405,RITA1,1,113185721
ENSG00000139405,RITA1,1,113185721,ENSG00000123064,DDX54,-1,113185478
ENSG00000166578,IQCD,-1,113221094,ENSG00000186815,TPCN1,1,113221464
ENSG00000084463,WBP11,-1,14803478,ENSG00000182993,C12orf60,1,14803670
ENSG00000182993,C12orf60,1,14803670,ENSG00000084463,WBP11,-1,14803478
ENSG00000139631,CSAD,-1,53180925,ENSG00000139651,ZNF740,1,53180722
ENSG00000028203,VEZT,1,95217807,ENSG00000180263,FGD6,-1,95217467
ENSG00000111247,RAD51AP1,1,4538890,ENSG00000047621,C12orf4,-1,4538469
ENSG00000111254,AKAP3,-1,4649051,ENSG00000139180,NDUFA9,1,4649114
ENSG00000139180,NDUFA9,1,4649114,ENSG00000111254,AKAP3,-1,4649051
ENSG00000129317,PUS7L,-1,43758790,ENSG00000198001,IRAK4,1,43758951
ENSG00000198001,IRAK4,1,43758951,ENSG00000129317,PUS7L,-1,43758790
ENSG00000110921,MVK,1,109573794,ENSG00000139428,MMAB,-1,109573504
ENSG00000119242,CCDC92,-1,123972831,ENSG00000179195,ZNF664,1,123973215
ENSG00000179195,ZNF664,1,123973215,ENSG00000119242,CCDC92,-1,123972831
ENSG00000171792,RHNO1,1,2877223,ENSG00000111206,FOXM1,-1,2877174
ENSG00000111206,FOXM1,-1,2877174,ENSG00000171792,RHNO1,1,2877223
ENSG00000177084,POLE,-1,132687342,ENSG00000176894,PXMP2,1,132687587
ENSG00000126749,EMG1,1,6970913,ENSG00000215021,PHB2,-1,6970664
ENSG00000185163,DDX51,-1,132144319,ENSG00000184967,NOC4L,1,132144457
ENSG00000184967,NOC4L,1,132144457,ENSG00000185163,DDX51,-1,132144319
ENSG00000111271,ACAD10,1,111686053,ENSG00000089234,BRAP,-1,111685956
ENSG00000011132,APBA3,-1,3761692,ENSG00000183617,MRPL54,1,3762682
ENSG00000160633,SAFB,1,5623083,ENSG00000130254,SAFB2,-1,5622776
ENSG00000183617,MRPL54,1,3762682,ENSG00000011132,APBA3,-1,3761692
ENSG00000064490,RFXANK,1,19192258,ENSG00000254901,BORCS8,-1,19192152
ENSG00000178093,TSSK6,-1,19515548,ENSG00000186010,NDUFA13,1,19516225
ENSG00000186010,NDUFA13,1,19516225,ENSG00000178093,TSSK6,-1,19515548
ENSG00000105705,SUGP1,-1,19320509,ENSG00000129933,MAU2,1,19320829
ENSG00000105072,C19orf44,1,16496394,ENSG00000269058,CALR3,-1,16496167
ENSG00000105676,ARMC6,1,19033603,ENSG00000064607,SUGP2,-1,19033517
ENSG00000064607,SUGP2,-1,19033517,ENSG00000105676,ARMC6,1,19033603
ENSG00000196357,ZNF565,-1,36214665,ENSG00000167635,ZNF146,1,36215106
ENSG00000161558,TMEM143,-1,48363940,ENSG00000105467,SYNGR4,1,48364367
ENSG00000105738,SIPA1L3,1,37907208,ENSG00000171804,WDR87,-1,37906594
ENSG00000189114,BLOC1S3,1,45178784,ENSG00000007255,TRAPPC6A,-1,45178237
ENSG00000121289,CEP89,-1,32971958,ENSG00000131944,FAAP24,1,32972242
ENSG00000254901,BORCS8,-1,19192152,ENSG00000064490,RFXANK,1,19192258
ENSG00000006712,PAF1,-1,39391106,ENSG00000063322,MED29,1,39391378
ENSG00000063322,MED29,1,39391378,ENSG00000006712,PAF1,-1,39391106
ENSG00000105053,VRK3,-1,50025372,ENSG00000142528,ZNF473,1,50026005
ENSG00000142528,ZNF473,1,50026005,ENSG00000105053,VRK3,-1,50025372
ENSG00000073050,XRCC1,-1,43575527,ENSG00000234465,PINLYP,1,43575801
ENSG00000269058,CALR3,-1,16496167,ENSG00000105072,C19orf44,1,16496394
ENSG00000179943,FIZ1,-1,55599517,ENSG00000171443,ZNF524,1,55600288
ENSG00000171443,ZNF524,1,55600288,ENSG00000179943,FIZ1,-1,55599517
ENSG00000171817,ZNF540,1,37594876,ENSG00000180479,ZNF571,-1,37594792
ENSG00000171804,WDR87,-1,37906594,ENSG00000105738,SIPA1L3,1,37907208
ENSG00000248098,BCKDHA,1,41397818,ENSG00000077348,EXOSC5,-1,41397359
ENSG00000204673,AKT1S1,-1,49877355,ENSG00000104946,TBC1D17,1,49877702
ENSG00000130733,YIPF2,-1,10928639,ENSG00000142444,TIMM29,1,10928811
ENSG00000007255,TRAPPC6A,-1,45178237,ENSG00000189114,BLOC1S3,1,45178784
ENSG00000205155,PSENEN,1,35745651,ENSG00000161265,U2AF1L4,-1,35745418
ENSG00000161265,U2AF1L4,-1,35745418,ENSG00000205155,PSENEN,1,35745651
ENSG00000267855,NDUFA7,-1,8321375,ENSG00000233927,RPS28,1,8321496
ENSG00000233927,RPS28,1,8321496,ENSG00000267855,NDUFA7,-1,8321375
ENSG00000105467,SYNGR4,1,48364367,ENSG00000161558,TMEM143,-1,48363940
ENSG00000063177,RPL18,-1,48619178,ENSG00000063176,SPHK2,1,48619506
ENSG00000063176,SPHK2,1,48619506,ENSG00000063177,RPL18,-1,48619178
ENSG00000105518,TMEM205,-1,11346268,ENSG00000183401,CCDC159,1,11346519
ENSG00000183401,CCDC159,1,11346519,ENSG00000105518,TMEM205,-1,11346268
ENSG00000198003,ODAD3,-1,11435121,ENSG00000130175,PRKCSH,1,11435635
ENSG00000142546,NOSIP,-1,49580556,ENSG00000126460,PRRG2,1,49581316
ENSG00000126460,PRRG2,1,49581316,ENSG00000142546,NOSIP,-1,49580556
ENSG00000126456,IRF3,-1,49665857,ENSG00000126453,BCL2L12,1,49665933
ENSG00000221916,C19orf73,-1,49119143,ENSG00000177380,PPFIA3,1,49119544
ENSG00000213638,ADAT3,1,1905399,ENSG00000227500,SCAMP4,1,1905399
ENSG00000130332,LSM7,-1,2328586,ENSG00000005206,SPPL2B,1,2328684
ENSG00000076924,XAB2,-1,7629545,ENSG00000229833,PET100,1,7629793
ENSG00000005206,SPPL2B,1,2328684,ENSG00000130332,LSM7,-1,2328586
ENSG00000188033,ZNF490,-1,12610813,ENSG00000173875,ZNF791,1,12610920
ENSG00000173875,ZNF791,1,12610920,ENSG00000188033,ZNF490,-1,12610813
ENSG00000104774,MAN2B1,-1,12666742,ENSG00000123154,WDR83,1,12666807
ENSG00000123154,WDR83,1,12666807,ENSG00000104774,MAN2B1,-1,12666742
ENSG00000167815,PRDX2,-1,12801800,ENSG00000284491,THSD8,1,12802069
ENSG00000086544,ITPKC,1,40717112,ENSG00000123815,COQ8B,-1,40716886
ENSG00000123815,COQ8B,-1,40716886,ENSG00000086544,ITPKC,1,40717112
ENSG00000142444,TIMM29,1,10928811,ENSG00000130733,YIPF2,-1,10928639
ENSG00000130283,GDF1,-1,18896158,ENSG00000223802,CERS1,-1,18896158
ENSG00000105669,COPE,-1,18919387,ENSG00000105671,DDX49,1,18919715
ENSG00000105671,DDX49,1,18919715,ENSG00000105669,COPE,-1,18919387
ENSG00000130175,PRKCSH,1,11435635,ENSG00000198003,ODAD3,-1,11435121
ENSG00000011478,QPCTL,1,45692666,ENSG00000125743,SNRPD2,-1,45691953
ENSG00000079462,PAFAH1B3,-1,42302624,ENSG00000188368,PRR19,1,42302132
ENSG00000167635,ZNF146,1,36215106,ENSG00000196357,ZNF565,-1,36214665
ENSG00000188269,OR7A5,-1,14835185,ENSG00000127530,OR7C1,-1,14835185
ENSG00000115255,REEP6,1,1491181,ENSG00000115257,PCSK4,-1,1490350
ENSG00000104915,STX10,-1,13150375,ENSG00000160888,IER2,1,13150411
ENSG00000160888,IER2,1,13150411,ENSG00000104915,STX10,-1,13150375
ENSG00000132024,CC2D1A,1,13906201,ENSG00000132016,BRME1,-1,13906117
ENSG00000161277,THAP8,-1,36054285,ENSG00000075702,WDR62,1,36054897
ENSG00000105258,POLR2I,-1,36114875,ENSG00000105254,TBCB,1,36115468
ENSG00000105254,TBCB,1,36115468,ENSG00000105258,POLR2I,-1,36114875
ENSG00000075702,WDR62,1,36054897,ENSG00000161277,THAP8,-1,36054285
ENSG00000105618,PRPF31,1,54115754,ENSG00000105619,TFPT,-1,54115657
ENSG00000188368,PRR19,1,42302132,ENSG00000079462,PAFAH1B3,-1,42302624
ENSG00000125743,SNRPD2,-1,45691953,ENSG00000011478,QPCTL,1,45692666
ENSG00000105619,TFPT,-1,54115657,ENSG00000105618,PRPF31,1,54115754
ENSG00000131351,HAUS8,-1,17075452,ENSG00000099331,MYO9B,1,17075777
ENSG00000284491,THSD8,1,12802069,ENSG00000167815,PRDX2,-1,12801800
ENSG00000223802,CERS1,-1,18896158,ENSG00000130283,GDF1,-1,18896158
ENSG00000099331,MYO9B,1,17075777,ENSG00000131351,HAUS8,-1,17075452
ENSG00000142530,GARIN5A,-1,50476848,ENSG00000161671,EMC10,1,50476507
ENSG00000161671,EMC10,1,50476507,ENSG00000142530,GARIN5A,-1,50476848
ENSG00000174917,MICOS13,-1,5680516,ENSG00000167733,HSD11B1L,1,5681027
ENSG00000167733,HSD11B1L,1,5681027,ENSG00000174917,MICOS13,-1,5680516
ENSG00000196365,LONP1,-1,5720146,ENSG00000174898,CATSPERD,1,5720637
ENSG00000174898,CATSPERD,1,5720637,ENSG00000196365,LONP1,-1,5720146
ENSG00000077463,SIRT6,-1,4182563,ENSG00000089847,ANKRD24,1,4182689
ENSG00000198300,PEG3,-1,56840726,ENSG00000269699,ZIM2,-1,56840726
ENSG00000269699,ZIM2,-1,56840726,ENSG00000198300,PEG3,-1,56840726
ENSG00000167378,IRGQ,-1,43596134,ENSG00000124444,ZNF576,1,43596595
ENSG00000124444,ZNF576,1,43596595,ENSG00000167378,IRGQ,-1,43596134
ENSG00000169136,ATF5,1,49929205,ENSG00000213024,NUP62,-1,49929504
ENSG00000104886,PLEKHJ1,-1,2236329,ENSG00000104897,SF3A2,1,2236824
ENSG00000104897,SF3A2,1,2236824,ENSG00000104886,PLEKHJ1,-1,2236329
ENSG00000129933,MAU2,1,19320829,ENSG00000105705,SUGP1,-1,19320509
ENSG00000132016,BRME1,-1,13906117,ENSG00000132024,CC2D1A,1,13906201
ENSG00000214046,SMIM7,-1,16660144,ENSG00000072954,TMEM38A,1,16661139
ENSG00000072954,TMEM38A,1,16661139,ENSG00000214046,SMIM7,-1,16660144
ENSG00000089847,ANKRD24,1,4182689,ENSG00000077463,SIRT6,-1,4182563
ENSG00000077348,EXOSC5,-1,41397359,ENSG00000248098,BCKDHA,1,41397818
ENSG00000179168,GGN,-1,38388034,ENSG00000188766,SPRED3,1,38388697
ENSG00000188766,SPRED3,1,38388697,ENSG00000179168,GGN,-1,38388034
ENSG00000105186,ANKRD27,-1,32675180,ENSG00000186326,RGS9BP,1,32675848
ENSG00000186326,RGS9BP,1,32675848,ENSG00000105186,ANKRD27,-1,32675180
ENSG00000229833,PET100,1,7629793,ENSG00000076924,XAB2,-1,7629545
ENSG00000273111,LYPD4,-1,41844683,ENSG00000142025,DMRTC2,1,41845042
ENSG00000142025,DMRTC2,1,41845042,ENSG00000273111,LYPD4,-1,41844683
ENSG00000126453,BCL2L12,1,49665933,ENSG00000126456,IRF3,-1,49665857
ENSG00000188493,ACTMAP,-1,40750477,ENSG00000077312,SNRPA,1,40751203
ENSG00000077312,SNRPA,1,40751203,ENSG00000188493,ACTMAP,-1,40750477
ENSG00000185453,ZSWIM9,1,48170680,ENSG00000105486,LIG1,-1,48170344
ENSG00000105486,LIG1,-1,48170344,ENSG00000185453,ZSWIM9,1,48170680
ENSG00000172081,MOB3A,-1,2096326,ENSG00000099840,IZUMO4,1,2096915
ENSG00000099840,IZUMO4,1,2096915,ENSG00000172081,MOB3A,-1,2096326
ENSG00000131944,FAAP24,1,32972242,ENSG00000121289,CEP89,-1,32971958
ENSG00000127530,OR7C1,-1,14835185,ENSG00000188269,OR7A5,-1,14835185
ENSG00000115257,PCSK4,-1,1490350,ENSG00000115255,REEP6,1,1491181
ENSG00000234465,PINLYP,1,43575801,ENSG00000073050,XRCC1,-1,43575527
ENSG00000104946,TBC1D17,1,49877702,ENSG00000204673,AKT1S1,-1,49877355
ENSG00000213024,NUP62,-1,49929504,ENSG00000169136,ATF5,1,49929205
ENSG00000160392,C19orf47,-1,40348397,ENSG00000105223,PLD3,1,40348695
ENSG00000089335,ZNF302,1,34677678,ENSG00000205209,SCGB2B2,-1,34677159
ENSG00000227500,SCAMP4,1,1905399,ENSG00000213638,ADAT3,1,1905399
ENSG00000185869,ZNF829,-1,36916291,ENSG00000198453,ZNF568,1,36916332
ENSG00000198453,ZNF568,1,36916332,ENSG00000185869,ZNF829,-1,36916291
ENSG00000104812,GYS1,-1,48993309,ENSG00000183207,RUVBL2,1,48993887
ENSG00000177380,PPFIA3,1,49119544,ENSG00000221916,C19orf73,-1,49119143
ENSG00000105223,PLD3,1,40348695,ENSG00000160392,C19orf47,-1,40348397
ENSG00000104825,NFKBIB,1,38899969,ENSG00000068903,SIRT2,-1,38899618
ENSG00000068903,SIRT2,-1,38899618,ENSG00000104825,NFKBIB,1,38899969
ENSG00000104835,SARS2,-1,38930763,ENSG00000128626,MRPS12,1,38930944
ENSG00000128626,MRPS12,1,38930944,ENSG00000104835,SARS2,-1,38930763
ENSG00000090372,STRN4,-1,46746450,ENSG00000181027,FKRP,1,46746057
ENSG00000181027,FKRP,1,46746057,ENSG00000090372,STRN4,-1,46746450
ENSG00000130254,SAFB2,-1,5622776,ENSG00000160633,SAFB,1,5623083
ENSG00000205209,SCGB2B2,-1,34677159,ENSG00000089335,ZNF302,1,34677678
ENSG00000183207,RUVBL2,1,48993887,ENSG00000104812,GYS1,-1,48993309
ENSG00000167785,ZNF558,-1,8832304,ENSG00000170948,MBD3L1,1,8832377
ENSG00000170948,MBD3L1,1,8832377,ENSG00000167785,ZNF558,-1,8832304
ENSG00000180479,ZNF571,-1,37594792,ENSG00000171817,ZNF540,1,37594876
ENSG00000152433,ZNF547,1,57363551,ENSG00000256060,TRAPPC2B,1,57363551
ENSG00000256060,TRAPPC2B,1,57363551,ENSG00000152433,ZNF547,1,57363551
ENSG00000149050,ZNF214,-1,7020346,ENSG00000158077,NLRP14,1,7020479
ENSG00000170946,DNAJC24,1,31369860,ENSG00000170959,DCDC1,-1,31369739
ENSG00000109911,ELP4,1,31509767,ENSG00000148950,IMMP1L,-1,31509622
ENSG00000148950,IMMP1L,-1,31509622,ENSG00000109911,ELP4,1,31509767
ENSG00000169519,METTL15,1,28108388,ENSG00000121621,KIF18A,-1,28108156
ENSG00000166012,TAF1D,-1,93741495,ENSG00000182919,C11orf54,1,93741672
ENSG00000110013,SIAE,-1,124673739,ENSG00000064199,SPA17,1,124673904
ENSG00000121621,KIF18A,-1,28108156,ENSG00000169519,METTL15,1,28108388
ENSG00000197798,FAM118B,1,126211782,ENSG00000165526,RPUSD4,-1,126211650
ENSG00000126432,PRDX5,1,64318121,ENSG00000173113,TRMT112,-1,64317559
ENSG00000177700,POLR2L,-1,842529,ENSG00000214063,TSPAN4,1,842852
ENSG00000149308,NPAT,-1,108222638,ENSG00000149311,ATM,1,108223067
ENSG00000109846,CRYAB,-1,111911770,ENSG00000170276,HSPB2,1,111912734
ENSG00000170276,HSPB2,1,111912734,ENSG00000109846,CRYAB,-1,111911770
ENSG00000150776,NKAPD1,1,112074299,ENSG00000150773,PIH1D2,-1,112074017
ENSG00000150779,TIMM8B,-1,112086756,ENSG00000204370,SDHD,1,112086873
ENSG00000158077,NLRP14,1,7020479,ENSG00000149050,ZNF214,-1,7020346
ENSG00000137522,RNF121,1,71929046,ENSG00000254469,XNDC1N,-1,71928594
ENSG00000077458,FAM76B,-1,95789782,ENSG00000166037,CEP57,1,95790498
ENSG00000166037,CEP57,1,95790498,ENSG00000077458,FAM76B,-1,95789782
ENSG00000175573,C11orf68,-1,65919062,ENSG00000175550,DRAP1,1,65919426
ENSG00000175550,DRAP1,1,65919426,ENSG00000175573,C11orf68,-1,65919062
ENSG00000175376,EIF1AD,-1,66002157,ENSG00000175334,BANF1,1,66002503
ENSG00000175334,BANF1,1,66002503,ENSG00000175376,EIF1AD,-1,66002157
ENSG00000134825,TMEM258,-1,61792599,ENSG00000168496,FEN1,1,61792911
ENSG00000168496,FEN1,1,61792911,ENSG00000134825,TMEM258,-1,61792599
ENSG00000167257,RNF214,1,117232671,ENSG00000160613,PCSK7,-1,117232073
ENSG00000149761,NUDT22,1,64226274,ENSG00000149743,TRPT1,-1,64226186
ENSG00000173486,FKBP2,1,64241095,ENSG00000286264,,1,64241095
ENSG00000197345,MRPL21,-1,68903832,ENSG00000132740,IGHMBP2,1,68903891
ENSG00000132740,IGHMBP2,1,68903891,ENSG00000197345,MRPL21,-1,68903832
ENSG00000182919,C11orf54,1,93741672,ENSG00000166012,TAF1D,-1,93741495
ENSG00000064199,SPA17,1,124673904,ENSG00000110013,SIAE,-1,124673739
ENSG00000286264,,1,64241095,ENSG00000173486,FKBP2,1,64241095
ENSG00000255561,FDXACB1,-1,111879165,ENSG00000137720,CFAP68,1,111879541
ENSG00000137720,CFAP68,1,111879541,ENSG00000255561,FDXACB1,-1,111879165
ENSG00000185522,LMNTD2,-1,560738,ENSG00000099849,RASSF7,1,560970
ENSG00000099849,RASSF7,1,560970,ENSG00000185522,LMNTD2,-1,560738
ENSG00000181924,COA4,-1,73876846,ENSG00000175575,PAAF1,1,73876999
ENSG00000175575,PAAF1,1,73876999,ENSG00000181924,COA4,-1,73876846
ENSG00000214517,PPME1,1,74171289,ENSG00000168014,C2CD3,-1,74171002
ENSG00000162236,STX5,-1,62832051,ENSG00000283268,TEX54,-1,62832841
ENSG00000283268,TEX54,-1,62832841,ENSG00000162236,STX5,-1,62832051
ENSG00000182934,SRPRA,-1,126268895,ENSG00000110074,FOXRED1,1,126269154
ENSG00000149743,TRPT1,-1,64226186,ENSG00000149761,NUDT22,1,64226274
ENSG00000174165,ZDHHC24,-1,66546048,ENSG00000248746,ACTN3,1,66546903
ENSG00000248746,ACTN3,1,66546903,ENSG00000174165,ZDHHC24,-1,66546048
ENSG00000213619,NDUFS3,1,47579074,ENSG00000123444,KBTBD4,-1,47578970
ENSG00000123444,KBTBD4,-1,47578970,ENSG00000213619,NDUFS3,1,47579074
